TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:58:061459  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/lib/ossl-modules, mode: 493
07:50:58:061565  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/local, mode: 493
07:50:58:061601  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/local/bin, mode: 493
07:50:58:061635  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/local/lib, mode: 493
07:50:58:061671  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/local/share, mode: 493
07:50:58:061715  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/sbin, mode: 493
07:50:58:062087  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share, mode: 493
07:50:58:062123  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk, mode: 493
07:50:58:062168  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys, mode: 493
07:50:58:062204  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/aarch64, mode: 493
07:50:58:062684  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/armhf, mode: 493
07:50:58:062752  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/armv7, mode: 493
07:50:58:062817  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/mips64, mode: 493
07:50:58:062869  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/ppc64le, mode: 493
07:50:58:062935  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/riscv64, mode: 493
07:50:58:063001  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/s390x, mode: 493
07:50:58:063068  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/x86, mode: 493
07:50:58:063150  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/apk/keys/x86_64, mode: 493
07:50:58:063228  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/man, mode: 493
07:50:58:063262  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/misc, mode: 493
07:50:58:063298  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/usr/share/udhcpc, mode: 493
07:50:58:063363  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var, mode: 493
07:50:58:063399  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/cache, mode: 493
07:50:58:063432  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/cache/apk, mode: 493
07:50:58:063465  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/cache/misc, mode: 493
07:50:58:063500  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/empty, mode: 365
07:50:58:063534  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lib, mode: 493
07:50:58:063568  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lib/apk, mode: 493
07:50:58:063871  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lib/misc, mode: 493
07:50:58:063906  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lib/udhcpd, mode: 493
07:50:58:063941  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/local, mode: 493
07:50:58:063977  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lock, mode: 493
07:50:58:064012  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/lock/subsys, mode: 493
07:50:58:064048  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/log, mode: 493
07:50:58:064082  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/mail, mode: 493
07:50:58:064120  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/opt, mode: 493
07:50:58:064169  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/spool, mode: 493
07:50:58:064204  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/spool/cron, mode: 493
07:50:58:064267  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/var/tmp, mode: 1023
07:50:58:064478  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/dev/shm, mode: 493
07:50:58:064593  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589-init/dev/pts, mode: 493
07:50:58:064642  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589, mode: 493
07:50:58:064679  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  -17              mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589, mode: 493
07:50:58:064725  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/a, mode: 493
07:50:58:064808  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/b, mode: 493
07:50:58:064870  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/bin, mode: 493
07:50:58:066265  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/dev, mode: 493
07:50:58:066320  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/dev/pts, mode: 493
07:50:58:066354  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/dev/shm, mode: 493
07:50:58:066400  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc, mode: 493
07:50:58:066468  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/apk, mode: 493
07:50:58:066531  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/apk/keys, mode: 493
07:50:58:066689  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/apk/protected_paths.d, mode: 493
07:50:58:066778  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/conf.d, mode: 493
07:50:58:066814  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/crontabs, mode: 493
07:50:58:066956  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/init.d, mode: 493
07:50:58:067039  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/logrotate.d, mode: 493
07:50:58:067101  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/modprobe.d, mode: 493
07:50:58:067263  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/modules-load.d, mode: 493
07:50:58:067337  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network, mode: 493
07:50:58:067370  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-down.d, mode: 493
07:50:58:067404  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-post-down.d, mode: 493
07:50:58:067436  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-post-up.d, mode: 493
07:50:58:067468  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-pre-down.d, mode: 493
07:50:58:067504  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-pre-up.d, mode: 493
07:50:58:067536  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/network/if-up.d, mode: 493
07:50:58:067628  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/opt, mode: 493
07:50:58:067711  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic, mode: 493
07:50:58:067745  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic/15min, mode: 493
07:50:58:067777  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic/daily, mode: 493
07:50:58:067810  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic/hourly, mode: 493
07:50:58:067843  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic/monthly, mode: 493
07:50:58:067874  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/periodic/weekly, mode: 493
07:50:58:067934  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/profile.d, mode: 493
07:50:58:068076  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/secfixes.d, mode: 493
07:50:58:068232  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/ssl, mode: 493
07:50:58:068280  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/ssl/certs, mode: 493
07:50:58:068465  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/ssl/misc, mode: 493
07:50:58:068653  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/ssl/private, mode: 493
07:50:58:068688  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/ssl1.1, mode: 493
07:50:58:068773  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/etc/sysctl.d, mode: 493
07:50:58:068833  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/home, mode: 493
07:50:58:068872  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib, mode: 493
07:50:58:068905  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/apk, mode: 493
07:50:58:068941  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/apk/db, mode: 493
07:50:58:069074  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/apk/exec, mode: 493
07:50:58:069107  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/firmware, mode: 493
07:50:58:071199  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/mdev, mode: 493
07:50:58:071235  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/modules-load.d, mode: 493
07:50:58:071269  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/lib/sysctl.d, mode: 493
07:50:58:071363  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/media, mode: 493
07:50:58:071397  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/media/cdrom, mode: 493
07:50:58:071430  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/media/floppy, mode: 493
07:50:58:071462  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/media/usb, mode: 493
07:50:58:071495  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/mnt, mode: 493
07:50:58:071528  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/opt, mode: 493
07:50:58:071561  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/proc, mode: 365
07:50:58:071668  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/root, mode: 448
07:50:58:071702  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/run, mode: 493
07:50:58:071756  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/sbin, mode: 493
07:50:58:072554  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/srv, mode: 493
07:50:58:072589  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/sys, mode: 493
07:50:58:072622  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/tmp, mode: 1023
07:50:58:072657  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr, mode: 493
07:50:58:072737  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/bin, mode: 493
07:50:58:075348  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/lib, mode: 493
07:50:58:075410  31558a4fe0bb  0      dockerd          12     /575845  637    /576470  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/f220e46f8880cca0d0207e9440953e389c571b870fe02a2cb53f4c2c34d08589/usr/lib/engines-3, mode: 493
